date_received,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
12/18/2015,Fraud or scam,,"In hearing that Lexington Law would help clean up my credit report, I obtained their services. In XXXX of 2015 till XXXX of 2015, paying {$99.00} a month fro service. 
Each month at the beginning I would receive a tex an email stating that No new information was sought. However right after XXXX Law retieveing the payment, I would get a XXXX an email stating that documents were removed from my XXXX credit report. From XXXX till XXXX I kept believing thinking that they were truly clearing my credit up. 
Well on XXXX XXXX, I went to apply for an apartment as my family and I are homeless, when they ran my credit, I still had the same score that I had when XXXX Law started my case in XXXX. Making sure that they were paid to help, has truly left me speechless. Please if there is any way that XXXX Law can contacted and repremended for all the monies that they are stealing and not providing the service that they say they will. 
This was not fair to me, and its not fair that they stole my money and did not help. Please make sure they are listed as Fuad and scam artist, so no other people will suffer like me. Thanks You 
",,"John C. Heath, Attorney at Law, PLLC",NJ,080XX,,Consent provided,Web,12/18/2015,Closed with explanation,Yes,No,1708061
11/01/2015,"Managing, opening, or closing account",,"I applied for a rush card on XX/XX/2015 and supposed to received it in 7 to 10 days. I received my first card but have n't received my other one with my money on it from my department. I called rushcard multiple times and ca n't get any answers. I checked online of XX/XX/2015 and it said I bad {$900.00} on there but when I checked later on it said {$0.00}. I have n't received my card even to get my money.im late on my car note, light bill, and loans I have to pay. 
",,"Empowerment Ventures, LLC",MS,386XX,,Consent provided,Web,11/13/2015,Closed with monetary relief,Yes,No,1634729
02/19/2016,Other transaction issues,,"I have complained about google and there applications for quite some time now.I have a google play account that can add funds to my account so that I can play games.Well what happened is that XXXX game from XXXX it is called last empire war z and they continue to take money from my account even though I am no longer playing there game.So I sent them tons of in application emails to see what the problem was and each time they delete the email and start it over so I again request my money back and they refused me. So I asked google to give me corporate support team and they refused and none of them are taking my complaint google says contact the developer of the app and the developer says contact google in which they refused to refund and the application simply ignores my emails and wont bother to contact me back. here are some emails that I sent to google and there response. With having my personal details from google they will not stop them from taking my money they ignore any emails even if I sent them through google page where the billing is located.I have tried to get help from google they and the application developer refuses to correct the issue instead money continues to come out of my account and when I try to get my money back they both refuse to handle my complaints. 
XXXX XXXX XXXX XXXX ( 2 hours ago ) to googleplay-sup. 
I am requesting to speak to corporate support team not customer service. So please have them contact me. I have been told by the application that there was no charges that came out of my bank which I know that is not true also wo n't email me back now because they claim I was never charged. I am filing with the consumer protection agency against you and them because both of you are refusing me the right to speak to corporate support team and no one is handling my complaint. Both are ignoring my complaint so I will have to file fraud charges with my bank and file against both you and them if no one will handle my complaint there is no way to fix this. So I am asking for help because google and the application both are trying to fraud me out of my money and I need this to stop.If there is a way to get help that would be great XXXXXXXXXXXX XXXX PM ( XXXX hours ago ) Hi XXXX, Thanks for contacting Google support. 
This email is in reference to your refund request for the XXXX orders or the track. I 've consulted my specialist regarding this issue, and I 'd like to let you know that we would n't be able to issue a refund for the purchase you 've made under our current refund policies Below are the order details : GPA.XXXX GPA.XXXX GPA.XXXX GPA.XXXX GPA. XXXX GPA. XXXX GPA. XXXX GPA. XXXX GPA.XXXX We expect app developers to provide support and refunds for their own products on Google Play. If you have n't done so already, you may want to reach out to this app 's developer to see if they might offer you a refund under their policies. You could reach out to the developer of this app at XXXXXXXXXXXX I hope you understand that Google Play Store offers password protection, which is an easy and effective way to prevent most unwanted purchases 
",,Google Inc.,PA,176XX,,Consent provided,Web,02/24/2016,Closed with explanation,Yes,Yes,1793951
03/07/2016,Incorrect information on credit report,Personal information,"A name on my credit report is wrong - I have never been XXXX XXXX - please remove.Names Reported XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX, XXXX, XXXX 
",Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Credit Karma, Inc.",OH,454XX,,Consent provided,Web,03/07/2016,Closed with explanation,Yes,No,1820887
02/17/2016,Dealing with my lender or servicer,Having problems with customer service,"School name : XXXX XXXX University XXXX XXXX XXXX XXXX location : XXXX XXXX, MO I am having the very unfortunate experience of having Access Group as XXXX of my private student loan lenders. They turned my account over to a nightmare collections agency, XXXX XXXX XXXX, without even having the decency to notify me. After I was contacted by XXXX, which calls at least 5 times a day, I contacted Access Group in the hopes of somehow rehabilitating my debt. The representative claimed to have left me voice mails ; however, my phone does not have voice mail! Then, she claimed to have mailed me statements -- when I inquired as to what address, it was an incorrect address. I informed her that was not my mailing address and that I did n't have voice mail, but she did n't care and refused to work with me. She said that my only option was to deal with the debt collector, TWE. I ca n't believe Access Group did n't care that they are ruining me financially. This is affecting my health, which is n't good to begin with. Their debt collector is rude, and even after it was made clear to the debt collector that I have no money and no sources from which to borrow money, the collector encouraged me to borrow thousands of dollars ( by the end of today ), even if I had to put it on a credit card ( or someone else 's ). I pressed, without luck, for alternatives. He would n't give me any. I am hopeless and scared. Please help. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Access Group,MO,630XX,,Consent provided,Web,02/17/2016,Closed with explanation,Yes,No,1792070
11/24/2015,Credit reporting company's investigation,Investigation took too long,"I disputed information on Experian disputes for credit card accounts that were past thpast the seven year limit and they did not remove them. They changed theaccount date which was XXXX to year XX/XX/XXXX which is not true. tried todispute info again and Experian will not allow you to dispute online unless youpay for it. they also did not allow me to go back and view my dispute but once, event though the 30 day limit was not up. there is no contact email so you cansend any complaint issues and they put inaccurate verification information soyou ca n't even verify your identity in order to dispute anything online. 
",Company chooses not to provide a public response,Experian,MS,392XX,,Consent provided,Web,11/24/2015,Closed with explanation,Yes,No,1669636
12/24/2015,Unauthorized transactions/trans. issues,,"Rushcard. 
I have XXXX accounts with rush card. I used the mobile app to transfer money from one account to the next. The next day I checked the account the money had been transfered to ( XXXX ), and my account was missing over XXXX. The XXXX acct shows XXXX completed transactions. XXXX for XXXX, and another for XXXX. Rushcard took money from one of my accounts because their system was behind and did not calculate my purchases on the other card ( XXXX ) from the previous day. One account has nothing to do with the other. You can not take money from an unrelated account due to a system error on your part. This comes AFTER the issue of not being able to buy food for my children and gas to get to work for 2 days, due to the inability to access my funds in XX/XX/XXXX. 
",,"Empowerment Ventures, LLC",CA,923XX,,Consent provided,Web,12/29/2015,Closed with monetary relief,Yes,No,1716824
11/20/2015,Incorrect information on credit report,Information is not mine,"I was a victim of identity theft several years ago. I have police reports, etc. I filed to put fraud alerts on my credit report and I disputed the information with the agencies. They have failed to supply me with any supporting documentation of the validity of the accounts and they have failed to remove them. There are in fact accounts that I had from 15 years ago that they are still reporting even though they are violating the FCRA, and the florida statue of limitations. I have not been able to obtain credit until a year ago and it was a very minute amount of credit. The credit reporting companies have ruined my life and my ability to even buy a home, and because of their violations I have been forced to file for bankruptcy which will now stay on my credit report for 10 years. They are not even accurately reporting the bankruptcy information properly. 
",,Equifax,FL,334XX,,Consent provided,Web,11/20/2015,Closed with explanation,Yes,No,1664642
10/24/2015,"Managing, opening, or closing account",,"I have the Rush card and have not been able to access my money for weeks. My bills have not been paid at home and my daughter college funds ca n't be paid. 
",,"Empowerment Ventures, LLC",NC,281XX,Servicemember,Consent provided,Web,11/13/2015,Closed with monetary relief,Yes,No,1623323
10/18/2015,Fraud or scam,,"I have a Rushcard and since XXXX XXXX 2015 I have not got access to my funds and it 's saying I have XXXX balance and I do n't even got a card to spend my money, they keep saying they do n't know when it 's gon na work and I have to miss work due to no money my daughter has no pampers and I got a eviction notice as well 
",,"Empowerment Ventures, LLC",NY,104XX,,Consent provided,Web,11/06/2015,Closed with non-monetary relief,Yes,No,1612584
01/03/2016,"Managing, opening, or closing account",,"Since XXXX XXXX I have been on phone with rush card. They told me they needed a merchant release form, then they told me it would take 1-3 hours. Then they told me 24-48 hours, then they told me 7 days now 10 days. Today is the XXXX day. XXXX XXXX and they have not released a pending transaction. This was money deducted from my available balance. My own money. XXXX on a pending transaction. I have been a customer with them since 2008, my direct deposit is linked to this card and now they will not talk to me. 
",,"Empowerment Ventures, LLC",SC,294XX,Servicemember,Consent provided,Web,01/07/2016,Closed with explanation,Yes,No,1725973
01/25/2016,"Loan modification,collection,foreclosure",,"a bank that has never had a loan with with me has foreclosed on me and sold my home when they had no standing or subject matter jurisdiction to do so. the assisgnment was from bank of America to bank America using robo signers in californnia while I am in XXXX. There was a correction of deed which was not signed by me not having any authority to do so, doing illegal conversion to do so. There was court testimony by a bank employees who had no first hand knowledge with a affi\adivit of note ownership both which were heresay. the bank was requested over and over to supply a proof of claim which they did not show any transfer, chain of title, or any evidence that they were a holder in due course with any standing in anyway. countrywide securitized my note on XXXX XXXX, XXXX to XXXX countrywide series trust XXXX XXXX. They have stated in court evidencary affadivit by XXXX XXXX XXXX that they had it on that date and still have it to this day. 
",Company chooses not to provide a public response,Bank of America,NC,274XX,Older American,Consent provided,Web,01/25/2016,Closed with explanation,Yes,No,1757164
04/01/2016,Fraud or scam,,"On or around XXXX/XXXX/XXXX, I ordered my son a personalized gift card from Wells Fargo Gift Card Services in the amount of {$150.00}. I was told it would take 10-14 business days for the card to arrive. 

I paid for the gift card with my Wells Fargo Visa charge card. My card was charged for the purchase on or around XXXX/XXXX/XXXX. 

XX/XX/XXXX, I called Wells to inquire about the card, as I had not received it. I was having it mailed to me, rather than my son, to include it with other gifts for his birthday. I was told to give it another week. 

I waited another 10+ business days. I called the card services center again. I was told "" that card is lost, you will not be receiving it.. we need to cancel that card and order a replacement card '' ... so I did.. On or around XX/XX/XXXX, I called to inquire about the replacement gift card, I was told that I would receive it any day. 

I received the card. I mailed it via XXXX to my son.. On XXXX XXXX, my son called to tell me that he attempted to activate the card. He got a recording that said "" thank you, this card has been cancelled ''. Turns out.. the initial card I had ordered did arrive and that is the card that I mailed to him ... the replacement card never arrived ... 

As a result, I went to XXXX XXXX and wired my son the {$150.00} cash as a replacement for the intended gift card. 

I then cancelled the XXXX gift card, which still had not arrived .... and never did arrive. 

Another phone call to Wells, the Rep informed me that since I was cancelling the gift card purchase, I would pay a {$15.00} cancellation fee. A check would be issues to me, in my name, rather than my son 's, and it would take 3-5 weeks. The refund check never came. 

I called sometime in XX/XX/XXXX to inquire, I was told the refund was requested, but never issued. It was to be issued to me right away.. Again ... I was the purchaser, so the refund was to come to payable to me ... for {$130.00}, rather than the {$150.00} purchase price, because I cancelled the order.. Oh my ... OK. 

The refund check came payable to neither me, nor my son.. It is made payable to XXXX XXXX XXXX. So ... on or around XXXX/XXXX/XXXX, I called and explained that the check was to made payable to myself, XXXX XXXX. Additionally, my son 's name is not XXXX XXXX XXXX, his name is XXXX XXXX XXXX, and that the check is issued to a XXXX address, while my son 's address is in XXXX. 

I was speaking to a supervisor named XXXX. He said that he completely understood, would reissue the refund, waive the {$15.00} cancellation fee, issue in my name, as I was the purchaser, and mail it to me. 

On XXXX/XXXX/XXXX, I called to inquire about the replacement refund check. I again spoke to XXXX who told me that early in the month, the replacement check was denied. That they could not change the name. 

I have a check that I can not do anything with ... I have called the gift card service center approx. 10 times in the course of 3 months. 

I have a check made out to the wrong person, for a gift that I paid for, by which I replaced out of my pocket. 

I am out {$150.00}, I have a check made payable to someone that does n't exist in the amount of {$130.00}. 

I have paid for the gift card, paid for the XXXX XXXX wire fee to replace the gift that I did not send my son, been penalized {$15.00} for the cancellation, and am stuck with a check that I can do nothing with. 

I ca n't understand this. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,SC,379XX,,Consent provided,Web,04/04/2016,Closed with monetary relief,Yes,No,1858609
02/24/2016,Received a loan I didn't apply for,Received a loan I didn't apply for,"I 'm receiving calls from D2 management at XXXX out of South Carolina. I have asked for them to send a verification of debt and they refuse. They have threatened to sue me and they wont stop calling me after I gave them a verbal cease and deist. They also hang up on me immediately after my request. 
",Company believes it acted appropriately as authorized by contract or law,D2 Management LLC,AZ,852XX,,Consent provided,Web,04/08/2016,Closed with explanation,Yes,No,1803351
01/30/2016,"Loan servicing, payments, escrow account",,"Our property was stolen in illegal forclosure action by OCWEN IN 2012. 
WE WERE NOT NOR WERE WE EVER IN ARREARS AND HAVE BANKING DOCUMENTSTO PROVE IT!!. 

OCWEN became our servicer after the original bank XXXX XXXX XXXX was raided by FBI for fraud.The CEO WAS creating fake accounts using our and other clients mortgage payments to secure TARP money being doled out by Obama Admin ... There has been a recent consent judgement against OCWEN since this occurred we have been before PA superior Court BEFORE THE CONSENT JUDGEMENT the court did jot perform due diligence on our behalf ... a gross miscarriage if justice nor did they follow rule of law relating to standing and OCWEN NOT HOLDER OF OUR NOTE ... we have a case that we plan to move for ward on against several including PA AG OFFICE ... GOT INCLUDING CFPB ... YOU WERE COMPLICIT IN THAT YOU DENIED OUR REQUEST FOR HELP AGAINST OCWEN THAT WE MADE IN XXXX SEPARATE COMPLAINTS ... .YOUR REPLY TO US WAS THAT.OCWEN DENIED ALL SAID VIOLATIONS ... YOU THE CFPB TOOK THEIR WORD AGAINST THE TRUTH AND OUR PROOF. 
Several firms have stepped forward to take our case filing some XXXXplus charges XXXX of the charges will be levied against CFPB ... the response letters from CFPB are stunning in context ... ..our lives were violated by banking fraud and a subsequent crime by OCWEN a company that you investigated for clear violations of banking law. The following fields will be marked regarding loan ... because your site does not offer SPECIFIC ENOUGH reasons bother than surface loan info to catagorize this complaint..I want this to be acknowledged in effort to avoid more excuse from CFPB for not performing their job as taxpayer entity. 
",,Ocwen,PA,152XX,,Consent provided,Web,02/03/2016,Closed with explanation,Yes,No,1765781
01/20/2016,Dealing with my lender or servicer,Don't agree with fees charged,"mycampuspartners has implemented a new "" convenience fee '' if you wish to pay directly your checking or savings account. There was always a fee for paying with debit/credit card, but now there is also a fee for direct withdraws from your account. The only way to avoid this is to mail in a check, which, in 2016, is a bit ridiculous. This is a pure money grab as they do not incur fees for direct ACH deposits with withdraws. 
",,Heartland Payment Systems,VA,229XX,,Consent provided,Web,01/20/2016,Closed with explanation,Yes,No,1751023
02/19/2016,Incorrect information on credit report,Account status,"Once again I got an email telling me they have fixed the issue. Yet they have screwed it up even more. Now every single account I have had and have with XXXX except the one that was actually discharged, notes that it was discharged in bankruptcy. Even my current 15 year mortgage that I got post bankruptcy says it was discharged. Experian is committing several egregious violations of the FDCPA. If they were actually validating these accounts then XXXX would be telling them the true status. Also on the XXXX XXXX/HELOC for XXXX ( the one that was actually discharged in bankruptcy and the only one that needs to be marked as discharged. ) XXXX still claims a mortgage lien on the property so if they sold it or transferred it as you are insinuating then why does my title say different? 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,ID,837XX,,Consent provided,Web,02/19/2016,Closed with non-monetary relief,Yes,Yes,1795890
02/10/2016,Other transaction issues,,"Venmo refuses to provide me access to my funds unless I send personal information over email. 

I recently changed my telephone number, and the only way this company says they can verify the account is if I send them a photo of my identification via email. Per the FTC, email is not a safe way to transmit personal information, and Venmo has refused to provide any other means to verify. I asked if I could fax, call, use a webform, perform an email verification or other way to verify, and they refuse. As a result, I do not have access to the money sent to me. 
",,"PayPal Holdings, Inc.",AZ,850XX,,Consent provided,Web,02/10/2016,Closed with explanation,Yes,No,1782242
02/21/2016,Money was not available when promised,,"I sent {$1600.00} to an individual in ohio. I was required to provide a girst and last name of the recipient so they could be identified. The recipient went to a walmart store to pick the money transfered up and was informed there was hold on the money sent. I was forced to call customer service to have the hold released. I have called three different times and have been placed on hold for over an hour each time. Now the person who has been trying to recieve the money has been waiting for over three hours. The cash money that i gave to moneygram is held up and can not be released. Why is there a hold on cash money? 
",,MoneyGram,VA,236XX,,Consent provided,Web,02/21/2016,Closed with explanation,Yes,No,1796695
02/10/2016,Can't repay my loan,Can't decrease my monthly payments,"I have an overwhelming student debt - between Federal and Private Loans I 'm up to about XXXX. I have been working for weeks to get someone to help consolidate, but because the amount is so high and because I do n't make all that much no one will help me to get my monthly payment lowered to a manageable amount. Navient is useless because they just keep asking me how I expect to pay them - I do n't know, I ca n't afford over XXXX/month. I 'm just trying to start paying these back, I took the loans and I accept my debt I just ca n't afford such high payments but no one seems to want to help me pay off my debt .... 
",,"Navient Solutions, Inc.",CA,900XX,,Consent provided,Web,02/10/2016,Closed with explanation,Yes,No,1782691
04/09/2016,Can't repay my loan,Can't get flexible payment options,"I am being harassed by robocalls from Central Credit Services LLC. I receive robocalls to my cell phone and now at my workplace landline number- at any hour of the day including Sundays. I asked this company to stop calling my workplace phone number in 2014- the representative has not honored that request, and the harassment continues. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Radius Global Solutions LLC,IL,606XX,,Consent provided,Web,04/09/2016,Closed with explanation,Yes,No,1872271
04/06/2016,"Account opening, closing, or management",,"I went to citibank branch to open new fixed deposit account. 
Citibank officer asked me how much I need to deposit and I said {$5000.00}. 
Citibank office asked me to submit the paper application along with the required documentation such as address proof, Photo ID along with the check of {$5000.00} in my name. 
I gave all the papers and the check ( payee to myself ) for {$5000.00}. 

Citibank officer told that the process is to first open the account and then will deposit the check in the new opened account. 
It is now more than 2 months and account has not been opened and citibank customer rep didnt know where the money went. They cashed the check within 2 days after submitting to the bank and now refusing to give the money back as they have no idea where the check went. 
After repeatedly contacting them several times, I think it is possible that they do n't want to open the account and also do n't want to refund the money. 
Hence, I have no other option other than filling the complaint. 

The check and the papers were given to citibank officer and she also is no longer the company that surprises me. 
Date of visit to citibank branch : XXXX XXXX 2016. 
Check cashed on XXXX XXXX 2016. 
Check was given in the name of XXXX XXXX Name of the bank issuing the check : XXXX XXXX XXXX. 
Account to opened in name of : XXXX XXXX XXXX XXXX XXXX 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,IL,605XX,,Consent provided,Web,04/06/2016,Closed with explanation,Yes,Yes,1865172
04/06/2016,Billing disputes,,"In XXXX 2015 I opened a credit card account through XXXX XXXX with Synchrony Financial. I immediately charged {$3000.00}. XXXX XXXX has continued to place charges on my account without my knowledge and Synchrony Bank is accepting these charges that put my account OVER and above the credit limit I was approved for. This has happened more than 2 times and the last was for a charge of {$2200.00} of which I had no idea about until I got the credit card statement in the mail. Separately I have contacted XXXX XXXX regarding the validity of this charge ( and replacement for a defective furniture received ). I can not understand why Synchrony would approve these charges that are over and above my approved credit limit ( which is {$9700.00} ). When I called Synchrony to report the unauthorized / fraudulent charge of {$2200.00} I asked to speak to a Supervisor. She was extremely rude and said "" we can not control fraudulent charges made on a credit card ''. She refused to acknowledge that they could say NO when a charge is over and above the approved credit limit. I immediately requested my account be closed to further charges. They have since transferred that outstanding balance to a new account # and provided me with a new card ( for the new account of which I have no intention of activating ). My concern is that this amount that exceeds my credit limit is reported to the credit bureaus and will bring my credit scores down significantly since XXXX % of your sores is the ratio between your balance versus the limit. I do n't feel they are taking this issue seriously and while I have filed a fraudulent complaint regarding the {$2200.00} I am very concerned with their practices which allows XXXX XXXX to charge anything they want to a consumer credit card with no protection or consideration to consumers best interest. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,FL,328XX,,Consent provided,Web,04/06/2016,Closed with explanation,Yes,No,1864882
02/19/2016,"Loan modification,collection,foreclosure",,"I have been working with Coldwell Banker ( PHH ) for the past 12 months after my divorce in an attempt to lower my mortgage. they have been less than cooperative, demanding the same documentation over and over again, claiming non-reciept on every occasion. they refuse to cooperate and are unwilling to negotiate. It is a never ending cycle of noncooperation on their part. After months of frustration with Coldwell Banker I asked for assistance from XXXX XXXX XXXX development corporation to get a resolution for my case. I have been working with XXXX XXXX XXXX who can been reach at XXXX for the past 12 months. Even with his assistance I still receive the same response from Coldwell Bankers ( PHH ). Missing documentation letters or letters asking for the Home Assistance Packet to be filled out again? Meanwhile the amount that i owe keeps rising and Coldwell Bankers ( PHH ) also keeps tacking on huge late fee, which have been accrued due to them not coming to a decision on how to assist me. 
",,PHH Mortgage,FL,346XX,,Consent provided,Web,02/19/2016,Closed with explanation,Yes,No,1795207
01/03/2016,Credit reporting company's investigation,No notice of investigation status/result,"There is being reported under public records that I have a open Judgment Case # XXXX, There is no account listed. 
I have been disputing this information with the credit bureau for numerous month now, By Mail and Phone. 

At this point Experian keeps telling me this has been verified when in fact its impossible that they verified the information, Well if they would verify the information then Experian would see this is wrong and has nothing with me. I have requested proof of verification from Experian which I was still not given and I am now waiting 3 months. 
",Company chooses not to provide a public response,Experian,NY,112XX,,Consent provided,Web,01/03/2016,Closed with explanation,Yes,No,1726954
03/29/2016,Managing the loan or lease,,"This is not my account. I never lived in XXXX XXXX or opened any accounts there. This is a fraud. I tried calling them and lines are disconnected. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Progressive Financial Services, Inc.",CA,951XX,,Consent provided,Web,03/31/2016,Closed with explanation,Yes,No,1854955
03/31/2016,Incorrect information on credit report,Public record,"Hi. Sadly- my house was illegally forclosed on in 2010. We were made to file bankruptcy. 
I should not have to suffer because XXXX XXXX stole my house. Can you please help me take XXXX XXXX off my credit report and my bankruptcy? 
.... The very least that could have been done when they were n't made to follow through with the indepent forclosure review. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",MA,023XX,,Consent provided,Web,03/31/2016,Closed with explanation,Yes,Yes,1857427
01/25/2016,Received a loan I didn't apply for,Received a loan I didn't apply for,"I was never contacted by the lender. Not even once. 
XXXX XXXX and XXXX somehow obtained my information and threatened me with legal action. They said they would harrass me at work every day and show up at my doorstep. They fraudulently aquired my information and continue to threaten me. They constantly call and say they have contacted XXXX XXXX and are serving me court orders. I contaced the actual lender and they said they are a scam company. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",TX,751XX,Servicemember,Consent provided,Web,01/28/2016,Closed with explanation,Yes,No,1756167
02/18/2016,Disclosure verification of debt,Not given enough info to verify debt,"Transworld is representing XXXX in a collection claim that I owe over {$1800.00}. The charge is for a {$25.00} per month instrument rental in late XXXX and the last bill I viewed was for under {$200.00}. The instrument was lost and then found. I returned it in good condition to XXXX in XXXX XXXX. I have receipt of return. I asked for an itemized bill to view the charges, and Transworld replied they do not have one. They said they will try to get XXXX from XXXX but can not advise if or when they will have a summary of the charges. Transworld refuses to provide direct contact information to me so I can have a legal representative request a bill on my behalf in writing. I asked for an email address or contact name an phone number so I can have my lawyer request the information and Transworld 's response was : give me your lawyer 's name and phone number and we will call him ( XXXX XXXX with Transworld ). I called back and gave the answering rep. my lawyer 's name and the new rep refused to discuss the matter further. 
",,Transworld Systems Inc.,NY,146XX,Servicemember,Consent provided,Web,02/18/2016,Closed with explanation,Yes,No,1794440
01/28/2016,Problems caused by my funds being low,,"About XXXX XXXX I contacted Paypal services about my debt card being linked to the wrong checking account at my credit union. I worked with the paypal customer service person on the line to switch my acct to another checking acct ( XXXX ) for further use with funding for my paypal acct when I needed. With an understanding that the previous acct ( XXXX ) would be removed and no longer used. As it turned out Paypal never stopped using the ( XXXX ) acct for backup funding and for about XXXX XXXX, XXXX until About XXXX XXXX XXXX, I incurred fees from ( XXXX ) because Paypal continued to submit drafts to for payment to the XXXX account causing on 25 separate occasions through out the period of time mentioned, fees totaling {$720.00} ( XXXX NSF fees at {$29.00} each ). When I realized what was happening I contacted Paypal and worked with XXXX representatives in Paypal Debt Card Dept, using the email noticed Paypal had sent me and my XXXX checking acct statements to develop the list of fees charged to me by XXXX for Paypals unauthorized attempts on my XXXX acct. The Paypal representatives developed the list and composed ( XXXX letters listing the XXXX transactions ) emailing the letters to my Paypal account email the letters for me to present to my bank stating Paypal was n't authorized to use the account and to credit me back the total of {$720.00} in NSF ( RIF ) fees. 
When I presented these letters to XXXX for refund of the {$720.00} in fees caused by Paypals error. XXXX informed me they would not refund me the fees because it was Paypal 's error and Paypal should refund the fees since they were not authorized to use my XXXX acct. 
I then called into the same dept at Paypal who drafted the letters for my bank and was transferred to a manager who informed me that they could not return all the fees as it was more the their norm and beyond the time period, yet he would apply {$100.00}. Into my paypal acct. 
I feel this is unfair, as {$100.00} is not reasonable, I want the full amount of {$720.00} returned to my acct. As Paypal drafted letters for my bank outlining their transaction to pay me the total fees for their error in that Paypal was not authorized to use my XXXX acct. So why when they are presented with paying for their error they only want to credit me {$100.00}, when they were willing to have my bank pay all of the fees in the amount of {$720.00}. 
",,"PayPal Holdings, Inc.",GA,303XX,,Consent provided,Web,01/28/2016,Closed with monetary relief,Yes,No,1762939
02/06/2016,Managing the loan or lease,,"On XXXX/XXXX/XXXX I purchased an used XXXX Chervolet Cruze from XXXX XXXX XXXX. The dealership took advantage of the situation by quoting me a rate but putting another on the contract and hurrying me so sign it because it was time to close. They gave me no opportunity to review my contract thoroughly otherwise I would n't have signed it since it did n't state the terms we had agreed upon. Now, more than a year later I started realizing the principal balance on my loan was not getting any lower. I contacted the lender US Bank for a copy of it so I could finally review it. Upon reviewing it I come to find out I have been paying 7.99 % interest rate when I was quoted a 4.9 % at the dealership. I immediately contacted US Bank by phone and spoke to XXXX who was beyond rude, nasty and unprofessional. She repeadly verbally abused me and screamed at me on the phone, saying I was n't understanding what a loan was. I asked her more than 5 times where in the loan said that I had to pay extra interest if my payment was late, because on the truth in lending disclosures states the amount you will pay for the life of the loan. US bank should be proud because they have a employees who are trained to defend their unethical and unacceptable business practices. I feel offended by the way I was treated and by the way US Bank is draining every penny in my pocket with those outrageous fees that they do n't tell you about. While on the phone with XXXX I asked her to provide me with the disclosures that states I would be liable for any extra interest rate if my payments are late aside from the XXXX % late fee they charge, and she never answered by question constantly atacking me saying I did n't know what a loan was. 
",Company chooses not to provide a public response,U.S. Bancorp,FL,330XX,,Consent provided,Web,02/06/2016,Closed with explanation,Yes,No,1776472
01/17/2016,Unauthorized transactions/trans. issues,,"I called XXXX XXXX in reference to transaction from XXXX XXXX XXXX for XXXX wanted this returned to account for no services provided and they Blocked my card and living I the bought new card ending XXXX and tried activating but Netspend told me to email verification ID. Social security card. XXXX bills and I did 10 times to XXXXXXXXXXXX spoke to several foreign degrading reps then. @ XXXX XXXX XXXX XXXX advise they have email.but I will only have unlimited use and I ca n't transfer money from blocked card ending XXXX. This Is only financial Institutions in united states that is treating consumers like this and the Government Needs to shut them.down! 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",GA,300XX,,Consent provided,Web,01/21/2016,Closed with explanation,Yes,No,1744698
01/26/2016,"Loan servicing, payments, escrow account",,"I have my home loan with Caliber Home Loans. They placed Lender Insurance on my property without advising me. I already had home owners insurance with XXXX XXXX. They changed my monthly mortgage payment without advising me because of this insurance they placed on the property. They stopped applying my payments, which were set up on automatic payment, because of this increase. They were however cashing the checks but they were not applying the payments to my account. I called to complain after receiving notifications of a pending 30 day late. I sent in proof of insurance at that time. They advised after reviewing the insurance that they would start applying the payments but that I still owed them {$1100.00} for the insurance they placed on the property without my knowledge. They said they mailed me a letter, which I never received. They have my email address and my phone number but they did not utilize either ; only mail. 
",,"Caliber Home Loans, Inc",CA,920XX,,Consent provided,Web,01/26/2016,Closed with explanation,Yes,No,1757588
